r_bohr,u_c,V_H_c
36.42000,1.03777033e-266,2.74574410e-02
36.42200,1.00323294e-266,2.74559332e-02
36.42400,9.69844979e-267,2.74544257e-02
36.42600,9.37568178e-267,2.74529182e-02
36.42800,9.06365560e-267,2.74514110e-02
36.43000,8.76201378e-267,2.74499039e-02
36.43200,8.47041071e-267,2.74483970e-02
36.43400,8.18851229e-267,2.74468903e-02
36.43600,7.91599556e-267,2.74453837e-02
36.43800,7.65254829e-267,2.74438773e-02
36.44000,7.39786864e-267,2.74423710e-02
36.44200,7.15166482e-267,2.74408649e-02
36.44400,6.91365476e-267,2.74393590e-02
36.44600,6.68356576e-267,2.74378533e-02
36.44800,6.46113421e-267,2.74363477e-02
36.45000,6.24610526e-267,2.74348422e-02
36.45200,6.03823256e-267,2.74333370e-02
36.45400,5.83727794e-267,2.74318319e-02
36.45600,5.64301116e-267,2.74303270e-02
36.45800,5.45520965e-267,2.74288222e-02
36.46000,5.27365825e-267,2.74273176e-02
36.46200,5.09814894e-267,2.74258132e-02
36.46400,4.92848065e-267,2.74243089e-02
36.46600,4.76445898e-267,2.74228048e-02
36.46800,4.60589602e-267,2.74213009e-02
36.47000,4.45261009e-267,2.74197971e-02
36.47200,4.30442557e-267,2.74182935e-02
36.47400,4.16117269e-267,2.74167900e-02
36.47600,4.02268731e-267,2.74152868e-02
36.47800,3.88881079e-267,2.74137837e-02
36.48000,3.75938972e-267,2.74122807e-02
36.48200,3.63427583e-267,2.74107779e-02
36.48400,3.51332578e-267,2.74092753e-02
36.48600,3.39640099e-267,2.74077728e-02
36.48800,3.28336751e-267,2.74062706e-02
36.49000,3.17409582e-267,2.74047684e-02
36.49200,3.06846073e-267,2.74032665e-02
36.49400,2.96634122e-267,2.74017647e-02
36.49600,2.86762028e-267,2.74002630e-02
36.49800,2.77218481e-267,2.73987616e-02
36.50000,2.67992547e-267,2.73972603e-02
36.50200,2.59073655e-267,2.73957591e-02
36.50400,2.50451588e-267,2.73942582e-02
36.50600,2.42116466e-267,2.73927574e-02
36.50800,2.34058740e-267,2.73912567e-02
36.51000,2.26269178e-267,2.73897562e-02
36.51200,2.18738856e-267,2.73882559e-02
36.51400,2.11459146e-267,2.73867558e-02
36.51600,2.04421707e-267,2.73852558e-02
36.51800,1.97618476e-267,2.73837560e-02
36.52000,1.91041660e-267,2.73822563e-02
36.52200,1.84683723e-267,2.73807568e-02
36.52400,1.78537380e-267,2.73792575e-02
36.52600,1.72595589e-267,2.73777583e-02
36.52800,1.66851544e-267,2.73762593e-02
36.53000,1.61298663e-267,2.73747605e-02
36.53200,1.55930583e-267,2.73732618e-02
36.53400,1.50741155e-267,2.73717633e-02
36.53600,1.45724434e-267,2.73702649e-02
36.53800,1.40874671e-267,2.73687668e-02
36.54000,1.36186309e-267,2.73672687e-02
36.54200,1.31653978e-267,2.73657709e-02
36.54400,1.27272485e-267,2.73642732e-02
36.54600,1.23036809e-267,2.73627757e-02
36.54800,1.18942099e-267,2.73612783e-02
36.55000,1.14983661e-267,2.73597811e-02
36.55200,1.11156962e-267,2.73582841e-02
36.55400,1.07457617e-267,2.73567872e-02
36.55600,1.03881388e-267,2.73552905e-02
36.55800,1.00424177e-267,2.73537940e-02
36.56000,9.70820228e-268,2.73522976e-02
36.56200,9.38510971e-268,2.73508014e-02
36.56400,9.07276977e-268,2.73493053e-02
36.56600,8.77082462e-268,2.73478094e-02
36.56800,8.47892832e-268,2.73463137e-02
36.57000,8.19674643e-268,2.73448182e-02
36.57200,7.92395567e-268,2.73433228e-02
36.57400,7.66024348e-268,2.73418275e-02
36.57600,7.40530773e-268,2.73403325e-02
36.57800,7.15885634e-268,2.73388376e-02
36.58000,6.92060694e-268,2.73373428e-02
36.58200,6.69028657e-268,2.73358482e-02
36.58400,6.46763134e-268,2.73343538e-02
36.58600,6.25238617e-268,2.73328596e-02
36.58800,6.04430444e-268,2.73313655e-02
36.59000,5.84314774e-268,2.73298715e-02
36.59200,5.64868561e-268,2.73283778e-02
36.59400,5.46069525e-268,2.73268842e-02
36.59600,5.27896129e-268,2.73253908e-02
36.59800,5.10327549e-268,2.73238975e-02
36.60000,4.93343659e-268,2.73224044e-02
36.60200,4.76924999e-268,2.73209114e-02
36.60400,4.61052758e-268,2.73194186e-02
36.60600,4.45708750e-268,2.73179260e-02
36.60800,4.30875398e-268,2.73164336e-02
36.61000,4.16535704e-268,2.73149413e-02
36.61200,4.02673241e-268,2.73134491e-02
36.61400,3.89272126e-268,2.73119572e-02
36.61600,3.76317005e-268,2.73104654e-02
36.61800,3.63793035e-268,2.73089737e-02
36.62000,3.51685868e-268,2.73074823e-02
36.62200,3.39981632e-268,2.73059909e-02
36.62400,3.28666917e-268,2.73044998e-02
36.62600,3.17728760e-268,2.73030088e-02
36.62800,3.07154628e-268,2.73015180e-02
36.63000,2.96932408e-268,2.73000273e-02
36.63200,2.87050387e-268,2.72985368e-02
36.63400,2.77497244e-268,2.72970465e-02
36.63600,2.68262032e-268,2.72955563e-02
36.63800,2.59334172e-268,2.72940663e-02
36.64000,2.50703435e-268,2.72925764e-02
36.64200,2.42359931e-268,2.72910867e-02
36.64400,2.34294103e-268,2.72895972e-02
36.64600,2.26496708e-268,2.72881078e-02
36.64800,2.18958813e-268,2.72866186e-02
36.65000,2.11671783e-268,2.72851296e-02
36.65200,2.04627267e-268,2.72836407e-02
36.65400,1.97817196e-268,2.72821520e-02
36.65600,1.91233766e-268,2.72806635e-02
36.65800,1.84869435e-268,2.72791751e-02
36.66000,1.78716912e-268,2.72776869e-02
36.66200,1.72769146e-268,2.72761988e-02
36.66400,1.67019325e-268,2.72747109e-02
36.66600,1.61460860e-268,2.72732231e-02
36.66800,1.56087382e-268,2.72717356e-02
36.67000,1.50892736e-268,2.72702482e-02
36.67200,1.45870970e-268,2.72687609e-02
36.67400,1.41016330e-268,2.72672738e-02
36.67600,1.36323254e-268,2.72657869e-02
36.67800,1.31786365e-268,2.72643001e-02
36.68000,1.27400466e-268,2.72628135e-02
36.68200,1.23160531e-268,2.72613271e-02
36.68400,1.19061703e-268,2.72598408e-02
36.68600,1.15099285e-268,2.72583547e-02
36.68800,1.11268738e-268,2.72568687e-02
36.69000,1.07565673e-268,2.72553829e-02
36.69200,1.03985848e-268,2.72538973e-02
36.69400,1.00525160e-268,2.72524118e-02
36.69600,9.71796455e-269,2.72509265e-02
36.69800,9.39454708e-269,2.72494414e-02
36.70000,9.08189307e-269,2.72479564e-02
36.70200,8.77964429e-269,2.72464716e-02
36.70400,8.48745447e-269,2.72449869e-02
36.70600,8.20498883e-269,2.72435024e-02
36.70800,7.93192375e-269,2.72420181e-02
36.71000,7.66794638e-269,2.72405339e-02
36.71200,7.41275428e-269,2.72390499e-02
36.71400,7.16605506e-269,2.72375661e-02
36.71600,6.92756608e-269,2.72360824e-02
36.71800,6.69701411e-269,2.72345988e-02
36.72000,6.47413499e-269,2.72331155e-02
36.72200,6.25867337e-269,2.72316323e-02
36.72400,6.05038240e-269,2.72301492e-02
36.72600,5.84902342e-269,2.72286663e-02
36.72800,5.65436575e-269,2.72271836e-02
36.73000,5.46618636e-269,2.72257011e-02
36.73200,5.28426964e-269,2.72242187e-02
36.73400,5.10840719e-269,2.72227364e-02
36.73600,4.93839750e-269,2.72212544e-02
36.73800,4.77404579e-269,2.72197724e-02
36.74000,4.61516378e-269,2.72182907e-02
36.74200,4.46156941e-269,2.72168091e-02
36.74400,4.31308672e-269,2.72153277e-02
36.74600,4.16954559e-269,2.72138464e-02
36.74800,4.03078157e-269,2.72123653e-02
36.75000,3.89663566e-269,2.72108844e-02
36.75200,3.76695418e-269,2.72094036e-02
36.75400,3.64158854e-269,2.72079229e-02
36.75600,3.52039512e-269,2.72064425e-02
36.75800,3.40323506e-269,2.72049622e-02
36.76000,3.28997414e-269,2.72034820e-02
36.76200,3.18048257e-269,2.72020021e-02
36.76400,3.07463493e-269,2.72005223e-02
36.76600,2.97230994e-269,2.71990426e-02
36.76800,2.87339036e-269,2.71975631e-02
36.77000,2.77776286e-269,2.71960838e-02
36.77200,2.68531788e-269,2.71946046e-02
36.77400,2.59594950e-269,2.71931256e-02
36.77600,2.50955534e-269,2.71916467e-02
36.77800,2.42603640e-269,2.71901680e-02
36.78000,2.34529701e-269,2.71886895e-02
36.78200,2.26724466e-269,2.71872111e-02
36.78400,2.19178991e-269,2.71857329e-02
36.78600,2.11884633e-269,2.71842549e-02
36.78800,2.04833034e-269,2.71827770e-02
36.79000,1.98016114e-269,2.71812993e-02
36.79200,1.91426064e-269,2.71798217e-02
36.79400,1.85055334e-269,2.71783443e-02
36.79600,1.78896623e-269,2.71768671e-02
36.79800,1.72942877e-269,2.71753900e-02
36.80000,1.67187274e-269,2.71739130e-02
36.80200,1.61623219e-269,2.71724363e-02
36.80400,1.56244339e-269,2.71709597e-02
36.80600,1.51044469e-269,2.71694832e-02
36.80800,1.46017653e-269,2.71680070e-02
36.81000,1.41158131e-269,2.71665308e-02
36.81200,1.36460336e-269,2.71650549e-02
36.81400,1.31918885e-269,2.71635791e-02
36.81600,1.27528576e-269,2.71621034e-02
36.81800,1.23284377e-269,2.71606280e-02
36.82000,1.19181428e-269,2.71591526e-02
36.82200,1.15215025e-269,2.71576775e-02
36.82400,1.11380627e-269,2.71562025e-02
36.82600,1.07673838e-269,2.71547276e-02
36.82800,1.04090413e-269,2.71532530e-02
36.83000,1.00626245e-269,2.71517784e-02
36.83200,9.72773661e-270,2.71503041e-02
36.83400,9.40399392e-270,2.71488299e-02
36.83600,9.09102551e-270,2.71473558e-02
36.83800,8.78847280e-270,2.71458820e-02
36.84000,8.49598916e-270,2.71444083e-02
36.84200,8.21323948e-270,2.71429347e-02
36.84400,7.93989982e-270,2.71414613e-02
36.84600,7.67565700e-270,2.71399881e-02
36.84800,7.42020829e-270,2.71385150e-02
36.85000,7.17326100e-270,2.71370421e-02
36.85200,6.93453220e-270,2.71355693e-02
36.85400,6.70374840e-270,2.71340967e-02
36.85600,6.48064516e-270,2.71326243e-02
36.85800,6.26496688e-270,2.71311520e-02
36.86000,6.05646645e-270,2.71296799e-02
36.86200,5.85490500e-270,2.71282079e-02
36.86400,5.66005158e-270,2.71267361e-02
36.86600,5.47168296e-270,2.71252645e-02
36.86800,5.28958332e-270,2.71237930e-02
36.87000,5.11354402e-270,2.71223217e-02
36.87200,4.94336338e-270,2.71208505e-02
36.87400,4.77884641e-270,2.71193795e-02
36.87600,4.61980462e-270,2.71179087e-02
36.87800,4.46605581e-270,2.71164380e-02
36.88000,4.31742381e-270,2.71149675e-02
36.88200,4.17373834e-270,2.71134971e-02
36.88400,4.03483478e-270,2.71120269e-02
36.88600,3.90055398e-270,2.71105569e-02
36.88800,3.77074209e-270,2.71090870e-02
36.89000,3.64525039e-270,2.71076172e-02
36.89200,3.52393510e-270,2.71061477e-02
36.89400,3.40665723e-270,2.71046783e-02
36.89600,3.29328242e-270,2.71032090e-02
36.89800,3.18368075e-270,2.71017399e-02
36.90000,3.07772667e-270,2.71002710e-02
36.90200,2.97529879e-270,2.70988022e-02
36.90400,2.87627974e-270,2.70973336e-02
36.90600,2.78055608e-270,2.70958652e-02
36.90800,2.68801814e-270,2.70943969e-02
36.91000,2.59855990e-270,2.70929287e-02
36.91200,2.51207886e-270,2.70914608e-02
36.91400,2.42847594e-270,2.70899930e-02
36.91600,2.34765536e-270,2.70885253e-02
36.91800,2.26952451e-270,2.70870578e-02
36.92000,2.19399390e-270,2.70855905e-02
36.92200,2.12097696e-270,2.70841233e-02
36.92400,2.05039006e-270,2.70826563e-02
36.92600,1.98215232e-270,2.70811894e-02
36.92800,1.91618555e-270,2.70797227e-02
36.93000,1.85241418e-270,2.70782562e-02
36.93200,1.79076515e-270,2.70767898e-02
36.93400,1.73116782e-270,2.70753236e-02
36.93600,1.67355391e-270,2.70738575e-02
36.93800,1.61785742e-270,2.70723916e-02
36.94000,1.56401452e-270,2.70709258e-02
36.94200,1.51196354e-270,2.70694602e-02
36.94400,1.46164483e-270,2.70679948e-02
36.94600,1.41300075e-270,2.70665295e-02
36.94800,1.36597556e-270,2.70650644e-02
36.95000,1.32051538e-270,2.70635995e-02
36.95200,1.27656814e-270,2.70621347e-02
36.95400,1.23408348e-270,2.70606700e-02
36.95600,1.19301272e-270,2.70592055e-02
36.95800,1.15330881e-270,2.70577412e-02
36.96000,1.11492627e-270,2.70562771e-02
36.96200,1.07782111e-270,2.70548131e-02
36.96400,1.04195082e-270,2.70533492e-02
36.96600,1.00727431e-270,2.70518855e-02
36.96800,9.73751845e-271,2.70504220e-02
36.97000,9.41345022e-271,2.70489586e-02
36.97200,9.10016710e-271,2.70474954e-02
36.97400,8.79731016e-271,2.70460323e-02
36.97600,8.50453240e-271,2.70445695e-02
36.97800,8.22149840e-271,2.70431067e-02
36.98000,7.94788388e-271,2.70416441e-02
36.98200,7.68337535e-271,2.70401817e-02
36.98400,7.42766976e-271,2.70387194e-02
36.98600,7.18047415e-271,2.70372573e-02
36.98800,6.94150531e-271,2.70357954e-02
36.99000,6.71048943e-271,2.70343336e-02
36.99200,6.48716185e-271,2.70328720e-02
36.99400,6.27126669e-271,2.70314105e-02
36.99600,6.06255660e-271,2.70299492e-02
36.99800,5.86079247e-271,2.70284880e-02
37.00000,5.66574311e-271,2.70270270e-02
37.00200,5.47718508e-271,2.70255662e-02
37.00400,5.29490232e-271,2.70241055e-02
37.00600,5.11868600e-271,2.70226450e-02
37.00800,4.94833423e-271,2.70211846e-02
37.01000,4.78365183e-271,2.70197244e-02
37.01200,4.62445012e-271,2.70182643e-02
37.01400,4.47054670e-271,2.70168045e-02
37.01600,4.32176524e-271,2.70153447e-02
37.01800,4.17793529e-271,2.70138851e-02
37.02000,4.03889205e-271,2.70124257e-02
37.02200,3.90447622e-271,2.70109665e-02
37.02400,3.77453380e-271,2.70095073e-02
37.02600,3.64891591e-271,2.70080484e-02
37.02800,3.52747864e-271,2.70065896e-02
37.03000,3.41008284e-271,2.70051310e-02
37.03200,3.29659401e-271,2.70036725e-02
37.03400,3.18688214e-271,2.70022142e-02
37.03600,3.08082152e-271,2.70007560e-02
37.03800,2.97829063e-271,2.69992980e-02
37.04000,2.87917201e-271,2.69978402e-02
37.04200,2.78335210e-271,2.69963825e-02
37.04400,2.69072110e-271,2.69949250e-02
37.04600,2.60117291e-271,2.69934676e-02
37.04800,2.51460490e-271,2.69920104e-02
37.05000,2.43091792e-271,2.69905533e-02
37.05200,2.35001607e-271,2.69890964e-02
37.05400,2.27180666e-271,2.69876397e-02
37.05600,2.19620009e-271,2.69861831e-02
37.05800,2.12310973e-271,2.69847266e-02
37.06000,2.05245185e-271,2.69832704e-02
37.06200,1.98414549e-271,2.69818143e-02
37.06400,1.91811239e-271,2.69803583e-02
37.06600,1.85427690e-271,2.69789025e-02
37.06800,1.79256587e-271,2.69774469e-02
37.07000,1.73290862e-271,2.69759914e-02
37.07200,1.67523677e-271,2.69745360e-02
37.07400,1.61948427e-271,2.69730809e-02
37.07600,1.56558723e-271,2.69716258e-02
37.07800,1.51348391e-271,2.69701710e-02
37.08000,1.46311460e-271,2.69687163e-02
37.08200,1.41442160e-271,2.69672617e-02
37.08400,1.36734912e-271,2.69658074e-02
37.08600,1.32184324e-271,2.69643531e-02
37.08800,1.27785180e-271,2.69628991e-02
37.09000,1.23532442e-271,2.69614451e-02
37.09200,1.19421236e-271,2.69599914e-02
37.09400,1.15446853e-271,2.69585378e-02
37.09600,1.11604739e-271,2.69570843e-02
37.09800,1.07890492e-271,2.69556310e-02
37.10000,1.04299856e-271,2.69541779e-02
37.10200,1.00828718e-271,2.69527249e-02
37.10400,9.74731010e-272,2.69512721e-02
37.10600,9.42291600e-272,2.69498194e-02
37.10800,9.10931785e-272,2.69483669e-02
37.11000,8.80615637e-272,2.69469146e-02
37.11200,8.51308421e-272,2.69454624e-02
37.11400,8.22976560e-272,2.69440103e-02
37.11600,7.95587594e-272,2.69425585e-02
37.11800,7.69110144e-272,2.69411067e-02
37.12000,7.43513872e-272,2.69396552e-02
37.12200,7.18769454e-272,2.69382038e-02
37.12400,6.94848539e-272,2.69367525e-02
37.12600,6.71723722e-272,2.69353014e-02
37.12800,6.49368507e-272,2.69338505e-02
37.13000,6.27757281e-272,2.69323997e-02
37.13200,6.06865286e-272,2.69309490e-02
37.13400,5.86668583e-272,2.69294986e-02
37.13600,5.67144035e-272,2.69280483e-02
37.13800,5.48269270e-272,2.69265981e-02
37.14000,5.30022665e-272,2.69251481e-02
37.14200,5.12383314e-272,2.69236982e-02
37.14400,4.95331007e-272,2.69222485e-02
37.14600,4.78846207e-272,2.69207990e-02
37.14800,4.62910027e-272,2.69193496e-02
37.15000,4.47504209e-272,2.69179004e-02
37.15200,4.32611103e-272,2.69164513e-02
37.15400,4.18213644e-272,2.69150024e-02
37.15600,4.04295339e-272,2.69135537e-02
37.15800,3.90840240e-272,2.69121051e-02
37.16000,3.77832931e-272,2.69106566e-02
37.16200,3.65258511e-272,2.69092083e-02
37.16400,3.53102572e-272,2.69077602e-02
37.16600,3.41351187e-272,2.69063122e-02
37.16800,3.29990893e-272,2.69048644e-02
37.17000,3.19008673e-272,2.69034167e-02
37.17200,3.08391946e-272,2.69019692e-02
37.17400,2.98128547e-272,2.69005219e-02
37.17600,2.88206718e-272,2.68990747e-02
37.17800,2.78615091e-272,2.68976276e-02
37.18000,2.69342678e-272,2.68961807e-02
37.18200,2.60378853e-272,2.68947340e-02
37.18400,2.51713348e-272,2.68932874e-02
37.18600,2.43336234e-272,2.68918410e-02
37.18800,2.35237914e-272,2.68903948e-02
37.19000,2.27409109e-272,2.68889486e-02
37.19200,2.19840849e-272,2.68875027e-02
37.19400,2.12524464e-272,2.68860569e-02
37.19600,2.05451571e-272,2.68846112e-02
37.19800,1.98614066e-272,2.68831658e-02
37.20000,1.92004116e-272,2.68817204e-02
37.20200,1.85614148e-272,2.68802753e-02
37.20400,1.79436840e-272,2.68788302e-02
37.20600,1.73465115e-272,2.68773854e-02
37.20800,1.67692132e-272,2.68759407e-02
37.21000,1.62111275e-272,2.68744961e-02
37.21200,1.56716152e-272,2.68730517e-02
37.21400,1.51500580e-272,2.68716075e-02
37.21600,1.46458584e-272,2.68701634e-02
37.21800,1.41584388e-272,2.68687194e-02
37.22000,1.36872407e-272,2.68672757e-02
37.22200,1.32317242e-272,2.68658320e-02
37.22400,1.27913675e-272,2.68643886e-02
37.22600,1.23656661e-272,2.68629453e-02
37.22800,1.19541321e-272,2.68615021e-02
37.23000,1.15562942e-272,2.68600591e-02
37.23200,1.11716964e-272,2.68586162e-02
37.23400,1.07998982e-272,2.68571736e-02
37.23600,1.04404736e-272,2.68557310e-02
37.23800,1.00930107e-272,2.68542886e-02
37.24000,9.75711156e-273,2.68528464e-02
37.24200,9.43239126e-273,2.68514043e-02
37.24400,9.11847777e-273,2.68499624e-02
37.24600,8.81501144e-273,2.68485206e-02
37.24800,8.52164458e-273,2.68470790e-02
37.25000,8.23804108e-273,2.68456376e-02
37.25200,7.96387601e-273,2.68441963e-02
37.25400,7.69883526e-273,2.68427551e-02
37.25600,7.44261516e-273,2.68413142e-02
37.25800,7.19492216e-273,2.68398733e-02
37.26000,6.95547248e-273,2.68384326e-02
37.26200,6.72399177e-273,2.68369921e-02
37.26400,6.50021482e-273,2.68355517e-02
37.26600,6.28388525e-273,2.68341115e-02
37.26800,6.07475522e-273,2.68326715e-02
37.27000,5.87258510e-273,2.68312316e-02
37.27200,5.67714329e-273,2.68297918e-02
37.27400,5.48820585e-273,2.68283522e-02
37.27600,5.30555632e-273,2.68269128e-02
37.27800,5.12898543e-273,2.68254735e-02
37.28000,4.95829089e-273,2.68240343e-02
37.28200,4.79327712e-273,2.68225954e-02
37.28400,4.63375508e-273,2.68211565e-02
37.28600,4.47954199e-273,2.68197179e-02
37.28800,4.33046117e-273,2.68182793e-02
37.29000,4.18634181e-273,2.68168410e-02
37.29200,4.04701880e-273,2.68154028e-02
37.29400,3.91233251e-273,2.68139647e-02
37.29600,3.78212862e-273,2.68125268e-02
37.29800,3.65625798e-273,2.68110891e-02
37.30000,3.53457635e-273,2.68096515e-02
37.30200,3.41694434e-273,2.68082140e-02
37.30400,3.30322716e-273,2.68067768e-02
37.30600,3.19329453e-273,2.68053396e-02
37.30800,3.08702050e-273,2.68039026e-02
37.31000,2.98428331e-273,2.68024658e-02
37.31200,2.88496525e-273,2.68010292e-02
37.31400,2.78895254e-273,2.67995926e-02
37.31600,2.69613516e-273,2.67981563e-02
37.31800,2.60640678e-273,2.67967201e-02
37.32000,2.51966459e-273,2.67952840e-02
37.32200,2.43580922e-273,2.67938481e-02
37.32400,2.35474458e-273,2.67924124e-02
37.32600,2.27637781e-273,2.67909768e-02
37.32800,2.20061911e-273,2.67895414e-02
37.33000,2.12738168e-273,2.67881061e-02
37.33200,2.05658163e-273,2.67866710e-02
37.33400,1.98813783e-273,2.67852360e-02
37.33600,1.92197186e-273,2.67838012e-02
37.33800,1.85800793e-273,2.67823665e-02
37.34000,1.79617273e-273,2.67809320e-02
37.34200,1.73639543e-273,2.67794976e-02
37.34400,1.67860755e-273,2.67780634e-02
37.34600,1.62274287e-273,2.67766294e-02
37.34800,1.56873738e-273,2.67751955e-02
37.35000,1.51652922e-273,2.67737617e-02
37.35200,1.46605856e-273,2.67723281e-02
37.35400,1.41726759e-273,2.67708947e-02
37.35600,1.37010039e-273,2.67694614e-02
37.35800,1.32450294e-273,2.67680283e-02
37.36000,1.28042299e-273,2.67665953e-02
37.36200,1.23781004e-273,2.67651625e-02
37.36400,1.19661526e-273,2.67637298e-02
37.36600,1.15679146e-273,2.67622973e-02
37.36800,1.11829301e-273,2.67608649e-02
37.37000,1.08107580e-273,2.67594327e-02
37.37200,1.04509720e-273,2.67580006e-02
37.37400,1.01031598e-273,2.67565687e-02
37.37600,9.76692284e-274,2.67551370e-02
37.37800,9.44187601e-274,2.67537054e-02
37.38000,9.12764687e-274,2.67522739e-02
37.38200,8.82387539e-274,2.67508427e-02
37.38400,8.53021353e-274,2.67494115e-02
37.38600,8.24632486e-274,2.67479805e-02
37.38800,7.97188410e-274,2.67465497e-02
37.39000,7.70657683e-274,2.67451190e-02
37.39200,7.45009909e-274,2.67436885e-02
37.39400,7.20215702e-274,2.67422581e-02
37.39600,6.96246656e-274,2.67408279e-02
37.39800,6.73075308e-274,2.67393978e-02
37.40000,6.50675112e-274,2.67379679e-02
37.40200,6.29020402e-274,2.67365382e-02
37.40400,6.08086369e-274,2.67351085e-02
37.40600,5.87849029e-274,2.67336791e-02
37.40800,5.68285194e-274,2.67322498e-02
37.41000,5.49372452e-274,2.67308206e-02
37.41200,5.31089132e-274,2.67293916e-02
37.41400,5.13414288e-274,2.67279628e-02
37.41600,4.96327670e-274,2.67265341e-02
37.41800,4.79809701e-274,2.67251056e-02
37.42000,4.63841455e-274,2.67236772e-02
37.42200,4.48404639e-274,2.67222489e-02
37.42400,4.33481566e-274,2.67208209e-02
37.42600,4.19055138e-274,2.67193929e-02
37.42800,4.05108828e-274,2.67179652e-02
37.43000,3.91626655e-274,2.67165375e-02
37.43200,3.78593174e-274,2.67151101e-02
37.43400,3.65993453e-274,2.67136827e-02
37.43600,3.53813055e-274,2.67122556e-02
37.43800,3.42038025e-274,2.67108286e-02
37.44000,3.30654872e-274,2.67094017e-02
37.44200,3.19650555e-274,2.67079750e-02
37.44400,3.09012465e-274,2.67065484e-02
37.44600,2.98728416e-274,2.67051220e-02
37.44800,2.88786623e-274,2.67036958e-02
37.45000,2.79175697e-274,2.67022697e-02
37.45200,2.69884626e-274,2.67008437e-02
37.45400,2.60902765e-274,2.66994180e-02
37.45600,2.52219824e-274,2.66979923e-02
37.45800,2.43825854e-274,2.66965668e-02
37.46000,2.35711239e-274,2.66951415e-02
37.46200,2.27866682e-274,2.66937163e-02
37.46400,2.20283194e-274,2.66922913e-02
37.46600,2.12952087e-274,2.66908664e-02
37.46800,2.05864962e-274,2.66894417e-02
37.47000,1.99013700e-274,2.66880171e-02
37.47200,1.92390450e-274,2.66865927e-02
37.47400,1.85987624e-274,2.66851684e-02
37.47600,1.79797887e-274,2.66837443e-02
37.47800,1.73814146e-274,2.66823203e-02
37.48000,1.68029547e-274,2.66808965e-02
37.48200,1.62437461e-274,2.66794728e-02
37.48400,1.57031482e-274,2.66780493e-02
37.48600,1.51805416e-274,2.66766259e-02
37.48800,1.46753275e-274,2.66752027e-02
37.49000,1.41869272e-274,2.66737797e-02
37.49200,1.37147810e-274,2.66723568e-02
37.49400,1.32583479e-274,2.66709340e-02
37.49600,1.28171052e-274,2.66695114e-02
37.49800,1.23905472e-274,2.66680890e-02
37.50000,1.19781852e-274,2.66666667e-02
37.50200,1.15795467e-274,2.66652445e-02
37.50400,1.11941751e-274,2.66638225e-02
37.50600,1.08216288e-274,2.66624007e-02
37.50800,1.04614809e-274,2.66609790e-02
37.51000,1.01133190e-274,2.66595575e-02
37.51200,9.77674394e-275,2.66581361e-02
37.51400,9.45137027e-275,2.66567148e-02
37.51600,9.13682515e-275,2.66552937e-02
37.51800,8.83274821e-275,2.66538728e-02
37.52000,8.53879107e-275,2.66524520e-02
37.52200,8.25461693e-275,2.66510314e-02
37.52400,7.97990021e-275,2.66496109e-02
37.52600,7.71432616e-275,2.66481906e-02
37.52800,7.45759052e-275,2.66467704e-02
37.53000,7.20939913e-275,2.66453504e-02
37.53200,6.96946765e-275,2.66439305e-02
37.53400,6.73752117e-275,2.66425108e-02
37.53600,6.51329396e-275,2.66410912e-02
37.53800,6.29652911e-275,2.66396718e-02
37.54000,6.08697828e-275,2.66382525e-02
37.54200,5.88440138e-275,2.66368334e-02
37.54400,5.68856632e-275,2.66354144e-02
37.54600,5.49924871e-275,2.66339956e-02
37.54800,5.31623167e-275,2.66325770e-02
37.55000,5.13930550e-275,2.66311585e-02
37.55200,4.96826751e-275,2.66297401e-02
37.55400,4.80292172e-275,2.66283219e-02
37.55600,4.64307869e-275,2.66269038e-02
37.55800,4.48855531e-275,2.66254859e-02
37.56000,4.33917452e-275,2.66240682e-02
37.56200,4.19476518e-275,2.66226506e-02
37.56400,4.05516183e-275,2.66212331e-02
37.56600,3.92020454e-275,2.66198158e-02
37.56800,3.78973867e-275,2.66183986e-02
37.57000,3.66361476e-275,2.66169816e-02
37.57200,3.54168830e-275,2.66155648e-02
37.57400,3.42381959e-275,2.66141481e-02
37.57600,3.30987361e-275,2.66127315e-02
37.57800,3.19971978e-275,2.66113151e-02
37.58000,3.09323192e-275,2.66098989e-02
37.58200,2.99028801e-275,2.66084828e-02
37.58400,2.89077011e-275,2.66070668e-02
37.58600,2.79456421e-275,2.66056510e-02
37.58800,2.70156007e-275,2.66042354e-02
37.59000,2.61165115e-275,2.66028199e-02
37.59200,2.52473442e-275,2.66014046e-02
37.59400,2.44071032e-275,2.65999894e-02
37.59600,2.35948258e-275,2.65985743e-02
37.59800,2.28095812e-275,2.65971594e-02
37.60000,2.20504698e-275,2.65957447e-02
37.60200,2.13166220e-275,2.65943301e-02
37.60400,2.06071969e-275,2.65929156e-02
37.60600,1.99213817e-275,2.65915014e-02
37.60800,1.92583907e-275,2.65900872e-02
37.61000,1.86174643e-275,2.65886732e-02
37.61200,1.79978682e-275,2.65872594e-02
37.61400,1.73988924e-275,2.65858457e-02
37.61600,1.68198508e-275,2.65844322e-02
37.61800,1.62600799e-275,2.65830188e-02
37.62000,1.57189384e-275,2.65816055e-02
37.62200,1.51958063e-275,2.65801924e-02
37.62400,1.46900842e-275,2.65787795e-02
37.62600,1.42011928e-275,2.65773667e-02
37.62800,1.37285718e-275,2.65759541e-02
37.63000,1.32716798e-275,2.65745416e-02
37.63200,1.28299934e-275,2.65731293e-02
37.63400,1.24030064e-275,2.65717171e-02
